0,0.36,0.6400000000000001,0.8400000000000001,0.96,1,0.96,0.8399999999999999,0.6399999999999999,0.35999999999999993,0
0,0.3023896711224019,0.5645586483430647,0.7606574832141302,0.880062455567966,0.9200014521319315,0.8800624555679674,0.7606574832141378,0.564558648343074,0.30238967112240595,0
0,0.266993682665541,0.5040287649038697,0.6873078348563867,0.80194657138183,0.8408151650931563,0.8019465713825261,0.6873078348572579,0.5040287649039352,0.2669936826663391,0
0,0.23926543884336926,0.45358927736371446,0.6217337081764737,0.728447349174515,0.7649547343414815,0.7284473491843041,0.621733708183752,0.4535892773693384,0.2392654388357529,0
-1.3877787807814457e-17,0.21582880036996394,0.40982760604906165,0.5629244948337279,0.6606960908686834,0.6942792395993365,0.6606960908677119,0.5629244948367311,0.40982760604746227,0.21582880037383806,0
0,0.19512185131518495,0.3708268471553979,0.5098751561350221,0.5989095146082013,0.6295393537377469,0.5989095145999688,0.509875156132532,0.3708268471433754,0.19512185132023357,0
0,0.17658806049563777,0.335754767774344,0.4618940427416985,0.5427661434721143,0.5706082628525823,0.5427661434687123,0.4618940427367243,0.33575476777034957,0.17658806049521608,0
0,0.1599039857116508,0.30409685652319957,0.4184528598036215,0.491824474164304,0.5170959849994214,0.4918244741637983,0.41845285979884583,0.3040968565113744,0.15990398570440517,0
0,0.14484140765701584,0.27547736326982997,0.37911625303538804,0.4456350857477604,0.46855146877013837,0.4456350857462091,0.3791162530300341,0.2754773632604846,0.14484140764998438,0
0,0.13121498841682158,0.24957301516739464,0.3434862374855469,0.4037719750720649,0.42454288245812294,0.4037719750698105,0.3434862374805737,0.24957301516390729,0.1312149884125283,0
0,0.11887490265428888,0.2261094662570809,0.31120515685117955,0.3658353332408876,0.38465852591697236,0.36583533323947376,0.3112051568485206,0.22610946625584596,0.11887490265299203,0
